lam,mean_train_r,mean_test_r,mean_train_mse,mean_test_mse
3.1622776601683795,0.26647287477152454,0.1270186829878612,0.9473770830495755,0.9837504359748219
10.0,0.24766143423062364,0.13542055424713476,0.9700057855347541,0.9860568548725845
1.0,0.2910042642169559,0.11185885970103322,0.925015818101435,0.9941229714416037
316.22776601683796,0.23366597585258903,0.16821989222064687,0.9983768773315351,0.998957228310549
0.1,0.3205288573983961,0.09982279428027052,0.8983014906154192,1.0302399392721593
0.0,0.3252243947505947,0.08042325581605024,0.8940032951295375,1.0611493020915046
