,Index,Mean_Diameter,SEM_Diameter
0,0,-1.4006777815058633,0.764561112146568
1,1,-1.4773083501055955,0.765156486573126
2,2,-1.5149811596434961,0.791353044860212
3,3,-1.463508426274139,0.7675110154298485
4,4,-1.4001599971314098,0.7675668848218173
5,5,-1.3974696999636975,0.7496403378853992
6,6,-1.0883845130091616,0.6093025919510463
7,7,-0.9102240502298694,0.5690251630551738
8,8,-0.7599331887988696,0.5062865615199518
9,9,-0.6624950273455227,0.4546565860935242
10,10,-0.6780720211717922,0.48926374486564106
11,11,-0.6853968953592745,0.49818610836898297
12,12,-0.6257821321925376,0.48541950759344527
13,13,-0.6494648393477928,0.47837061450167156
14,14,-0.7041598086029723,0.49585154018521593
15,15,-0.42383283682941947,0.3301185242358421
16,16,-0.2139465065319397,0.2692715084808488
17,17,-0.27481354670928815,0.26945206250309545
18,18,-0.19339618099780553,0.2622095582107699
19,19,-0.10918952418710279,0.26691130551383735
20,20,-0.1194187568769669,0.29162663199365435
21,21,-0.06867940592186123,0.31500694586772443
22,22,-0.12448140549434407,0.302738971594741
23,23,-0.13842805590177965,0.29700904813763973
24,24,-0.12221744722499572,0.3033359650605657
25,25,-0.13478306108080368,0.3068525725824378
26,26,-0.10289152766274841,0.3070059119014194
27,27,-0.11217485820032454,0.3008692480742852
28,28,-0.027983526571276715,0.29695031316702647
29,29,0.024691871432986245,0.30018014705633506
30,30,0.033865383349046305,0.2939891063319861
31,31,0.031407370415439374,0.29869850031504863
32,32,0.05548377375862919,0.2970358432797145
33,33,0.048456017560639886,0.2927037827172746
34,34,0.04026894624363265,0.29251163606538405
35,35,0.02845651885636555,0.2863650567550552
36,36,0.0499262017345166,0.2848280389811401
37,37,0.022564778670926492,0.28189239261285515
38,38,0.043903098859241735,0.28377882008848326
39,39,0.028187401524915955,0.26434564584028886
40,40,0.017762242043627263,0.2549953971178516
41,41,0.025441991805459585,0.2564552863060887
42,42,0.06511363224559552,0.25078277010891786
43,43,0.051067182799729854,0.24974445577305213
44,44,0.07165233939628544,0.24570675421185478
45,45,0.0603142274818231,0.24654105507734478
46,46,0.09293229219965733,0.2454815232775722
47,47,0.0838973834372507,0.23350685302117685
48,48,0.11632576168275219,0.23726794397344278
49,49,0.09393639227948175,0.23198888301858198
50,50,0.09286826830445523,0.2303870378879454
51,51,0.0876726932767333,0.22713512919781065
52,52,0.08363411624688903,0.21860099661602356
53,53,0.10169401447238068,0.21585316894090048
54,54,0.06266218241128375,0.21270830525472564
55,55,0.09159560257667454,0.20802914603469486
56,56,0.11285002756556371,0.2034711504109522
57,57,0.11937106901803538,0.1989924560597888
58,58,0.10832588915041859,0.19684397065543413
59,59,0.10533977595196134,0.19554726105873987
60,60,0.09224550370311509,0.1878548098621805
61,61,0.10835102557720394,0.18964446460427825
62,62,0.09764629267601764,0.17462087339259358
63,63,0.058157214126941456,0.1676362807719629
64,64,0.09236776769108557,0.17377659176794877
65,65,0.08556923361640849,0.17508829732998266
66,66,0.08333026311314382,0.17336845463938377
67,67,0.061923687416831255,0.17111238052259412
68,68,0.06105083513879811,0.16240863201216746
69,69,0.05527980111792188,0.15537368006323413
70,70,0.07281340249072422,0.1670320071215428
71,71,0.06966206993815381,0.15325030500350165
72,72,0.09901519549180242,0.17038374040400203
73,73,0.041518878912300404,0.1513296995445569
74,74,0.04892071879542534,0.16266594398306036
75,75,0.047452279773694095,0.1558083077463912
76,76,0.064672060494675,0.15574242799809548
77,77,0.030445725059571337,0.15634845647436016
78,78,0.03344318598406092,0.1432588425032551
79,79,0.0636657263090352,0.1398305933532064
80,80,0.06807655380463114,0.1323009453561109
81,81,0.08050147591047797,0.13890145640236137
82,82,0.10519312765992402,0.14251765000292188
83,83,0.09502009800882688,0.1356074618735627
84,84,0.08886746255859031,0.13902727963379535
85,85,0.10837245991128112,0.13619982659457344
86,86,0.10963603819225137,0.13020096351121732
87,87,0.10771117992013367,0.12624914350341349
88,88,0.10160613852004963,0.1215886518437934
89,89,0.07447390488398342,0.1144336424015336
90,90,0.09506164561198882,0.11155426304943958
91,91,0.10281704317329965,0.10844418700337381
92,92,0.08866057811691848,0.10240574171733123
93,93,0.10129629345840303,0.09835321501325318
94,94,0.057512724168328554,0.09575322401431542
95,95,0.09854870443762029,0.09441862867263046
96,96,0.07231758190392781,0.08965125175963626
97,97,0.06814261122425674,0.08738199715106573
98,98,0.0658324081043819,0.0844415723052036
99,99,0.05051088931372801,0.08298971146406008
100,100,0.03755237008222959,0.08152045617778197
101,101,0.00596202395631111,0.07771747699566219
102,102,-0.012694921315076779,0.07255405527324021
103,103,0.031130264489866024,0.07608037464774156
104,104,0.03065523513150551,0.0782882459578383
105,105,-0.0023168873194176435,0.08431976598755223
106,106,0.026915364140100914,0.08306127232412339
107,107,0.03551370913552764,0.07695289174925209
108,108,0.001963999777270248,0.08760933037917387
109,109,0.03219550813360681,0.09086840948072397
110,110,0.026718664693541765,0.09634802093263813
111,111,0.05755997161787024,0.09055367862439279
112,112,0.01282147997493013,0.09750894168962436
113,113,0.04187296038751637,0.09651158846925509
114,114,0.049084189037529216,0.10674978858573686
115,115,0.0015147230144762081,0.09934813878434749
116,116,0.030605136518068187,0.1087726909799661
117,117,-0.01293557402536405,0.11886249742611008
118,118,0.012399393978128026,0.10814883688223337
119,119,0.03231204942043369,0.11423338217749578
120,120,0.04155689086618733,0.12554942357030383
121,121,0.009959895054398286,0.12436175288106054
122,122,0.041711248678094295,0.1181089849905842
123,123,0.013113553224475202,0.13656519837948683
124,124,-0.014690177977315,0.13490855045462305
125,125,-0.018678011127945694,0.1453872747967949
126,126,-0.05186674136487789,0.15644187925592576
127,127,-0.06669036407887097,0.1673350315155523
128,128,-0.06811729413595369,0.17790980691661165
129,129,-0.07376785336415648,0.1919176974785532
130,130,-0.07866127711250354,0.18108833256717197
131,131,-0.053264373280566574,0.1750318738452434
132,132,-0.02668620900818877,0.16307536932216823
133,133,-0.0008878181364210784,0.1591171673560683
134,134,-0.007453692870282518,0.14836517765054416
135,135,0.021065167575229166,0.15598142165605372
136,136,0.00012913706224954827,0.159738356424639
137,137,0.04368764051388798,0.15704248079233218
138,138,0.03444969055309859,0.1620425980119785
139,139,0.021739721099201484,0.1645082658115692
140,140,0.05957948135323884,0.17160866792036883
141,141,0.08463615751450887,0.16792794139326242
142,142,0.07639203030899189,0.16635343280418466
143,143,0.05317501476593987,0.16743814016427194
144,144,0.06225091779845771,0.16559197064571127
145,145,0.06316141179136821,0.16963220029168516
146,146,0.03201532993824809,0.16666503228634713
147,147,0.07304816219822699,0.16353933982190758
148,148,0.051355874086375104,0.17116667652409306
149,149,0.05831716672995359,0.17187638752797244
150,150,0.06402426345817323,0.18233008260649883
